Date,Water_Usage,Electricity_Usage,Waste_Collection,Temperature,Humidity,Rainfall,Water_Flow,Electricity_Reading,Waste_Level
21-01-2024,1294.008439,505.9709164,35.77670099,22.82678729,60.54826537,1.353156294,100.1405116,212.3931032,15.64562555
22-01-2024,1263.773471,454.2424766,36.71536607,36.3970731,68.91021435,1.497517059,97.46217292,205.1041492,13.82809793
23-01-2024,1336.590128,501.0541164,34.70439532,25.46926459,54.97048664,10.64778042,106.7706917,195.3306533,16.34620504
24-01-2024,1343.921175,444.9902542,39.36648109,27.19269149,61.71312526,3.297345382,107.1593655,187.4286012,10.96710184
25-01-2024,1260.394283,532.2738966,27.9525054,26.25208147,46.70142833,0.144018997,95.39304191,227.1044607,12.27792098
26-01-2024,1384.130223,354.8968921,19.83721232,25.51847528,49.72136001,0.925176518,95.8143276,161.4957525,10.76881386
27-01-2024,1264.096125,525.5119759,12.49662432,25.15439719,53.62001588,0.122665165,97.53785728,196.1602985,16.40007832
28-01-2024,1330.246996,412.2578542,28.67323999,24.60229362,56.85821148,0.572031791,94.15807678,209.7735489,17.2403
29-01-2024,1265.770909,506.074184,31.66469461,32.92395631,64.80566403,0.044892828,104.436631,205.9807709,16.12038942
30-01-2024,1469.795989,456.5001669,31.81731256,19.97269357,69.78942145,0.277055385,97.95444049,208.6127589,15.14891054
31-01-2024,1207.226203,489.8501707,38.10099733,30.37618222,64.89234609,3.473777657,93.60203094,207.3690218,16.91538019
01-02-2024,1391.111801,404.6282738,30.0498305,20.32198006,49.29540101,7.145224854,106.4953167,205.488114,15.61322274
02-02-2024,1180.133751,531.9186744,27.95969838,33.53779934,70.17050774,1.00373303,103.4483433,208.5428782,19.4586075
03-02-2024,1204.333557,377.4349639,20.56298441,31.50698793,56.7606905,1.079183142,96.49632397,208.2570214,16.81081637
04-02-2024,1314.570599,404.9329993,30.82365732,25.12925382,41.86733106,2.609603376,114.3121421,214.4910535,15.30007909
05-02-2024,1329.230725,476.7097876,27.91385047,13.71329906,40.84877617,0.97378944,92.20733011,190.6305872,18.85141344
06-02-2024,1336.240034,544.4621748,31.85106301,20.2997705,62.9516866,1.623378797,101.9143965,238.9546327,15.23872497
07-02-2024,1141.287388,475.5698459,26.37268554,22.07702598,62.06244391,1.318288851,103.1626004,198.6367116,13.98193012
08-02-2024,1455.83283,473.7656046,21.54746333,29.27467166,58.68487415,2.379006064,97.10019645,207.9570705,12.45159825
09-02-2024,1254.545521,422.505912,22.79433216,26.27600254,63.84035645,2.096604959,114.7609897,216.7681885,12.59950028
10-02-2024,1321.818661,398.7667482,24.16784916,22.90174714,69.06905291,1.718235949,104.7415027,173.9514541,16.9414769
11-02-2024,1225.481432,481.5249249,23.72092145,29.76837346,68.1338058,0.548590259,96.857273,211.9556525,14.27522319
12-02-2024,1214.505589,468.2029691,27.24461172,22.70936238,60.19844661,1.714955875,97.32482006,214.4866268,12.60728908
13-02-2024,1321.492706,405.662815,35.39185134,20.21220936,58.29637669,2.630030857,102.8912923,190.7121259,16.55121978
14-02-2024,1280.110971,398.6442946,27.11911227,26.09075538,54.21553943,1.335884673,99.65342856,163.5920699,11.42859499
15-02-2024,1371.36266,430.4262974,29.50532544,25.46142334,68.9447693,0.800391768,98.54388739,246.7075588,17.02379311
16-02-2024,1427.271194,479.3216745,33.52998869,32.7456506,64.6420313,1.182791522,104.5758973,183.2989236,12.80449953
17-02-2024,1298.371651,563.7696091,34.95919143,28.71882658,47.99988687,3.035417237,101.8241695,222.4456087,15.155707
18-02-2024,1240.909828,483.6580382,27.6857163,22.76604997,59.03976708,1.233873378,115.2163278,202.0843396,16.96537508
19-02-2024,1569.063321,488.712977,28.96146082,25.95470553,63.06473265,1.134691817,93.42311137,221.6020897,15.91619727
20-02-2024,1404.822069,448.8005897,27.10138263,28.97630309,50.96292791,0.42066133,105.0029187,208.4955496,10.65649763
21-02-2024,1133.099794,375.8183215,31.8726059,25.53052291,59.43213694,0.77910675,93.91085003,231.4392425,14.55321435
22-02-2024,1259.174276,456.6905791,38.04732159,23.41075895,71.00712546,2.284770147,97.29818148,228.1579555,13.52220528
23-02-2024,1306.787287,399.3818153,20.33686258,30.57570143,78.41423833,2.689623924,103.1089926,199.8003434,14.96686984
24-02-2024,1222.401334,521.3246238,29.85613321,19.27569185,65.8823369,0.341808635,98.23570868,210.2062794,17.02104179
25-02-2024,1186.854477,510.7370687,34.93629028,23.49023613,59.73894396,5.037183055,95.88215095,220.3537641,14.71605196
26-02-2024,1329.808425,430.7174995,30.49059188,24.06347124,60.18186402,1.640513826,115.3525867,202.9521422,15.00132675
27-02-2024,1208.000835,458.0135064,28.14395288,31.90154292,74.25781198,0.575082145,105.0400445,221.3163538,14.28168235
28-02-2024,1325.50089,505.2192948,30.29927169,28.59264242,66.38222563,2.520156924,98.91823317,230.9342324,15.87398055
29-02-2024,1267.756583,493.403107,33.3444538,24.39098616,47.59290977,5.17842999,103.1207273,186.4070136,12.80167222
01-03-2024,1311.215362,441.8685568,26.50783098,32.09087517,68.07222803,1.464663798,100.8446859,210.1067789,14.03997426
02-03-2024,1527.280145,462.3761403,26.93965784,22.50196413,66.36217474,3.563593716,107.4492263,189.4930262,14.47943626
03-03-2024,1382.729179,467.6876436,21.57966011,21.26731571,67.54061072,1.909813005,94.2812241,204.8058964,14.51024244
04-03-2024,1234.079915,408.2105004,26.69534481,19.79554301,53.70054252,5.899921245,104.5412926,196.58755,16.88709426
05-03-2024,1165.439751,516.5800244,26.54661076,29.49389942,59.11975695,0.262698096,117.5167819,188.1146967,9.250883904
06-03-2024,1305.049294,412.717035,35.59261555,23.70902117,63.2364132,0.661766172,102.7527548,188.1758273,16.8149484
07-03-2024,1293.467483,431.7743592,17.8912488,22.05237167,57.22355329,1.762355616,85.76899692,217.5196258,18.01432102
08-03-2024,1476.125942,452.0819391,29.5782514,28.26343301,57.10571414,3.448552959,97.5822122,190.7171664,18.15033121
09-03-2024,1389.377175,495.4353799,34.03172823,15.14904892,63.89448842,0.574603738,89.4354635,222.7436127,15.61704791
10-03-2024,1395.274704,497.1808949,24.51902936,13.74309644,65.59524931,2.462016436,99.69754738,180.883313,14.4671426
11-03-2024,1310.619681,503.3459772,32.92147955,22.4413964,43.44958365,0.73147142,106.6258932,198.5360787,17.61937739
12-03-2024,1440.19195,451.403986,33.34473057,28.91803106,71.09013802,0.239334303,111.8199131,212.7181326,15.2858242
13-03-2024,1414.265017,466.3547548,28.07112093,29.10231826,49.14295281,0.663139727,103.6935804,182.7896496,17.72725526
14-03-2024,1227.398453,326.558534,33.58653167,23.46707817,72.20384719,1.937475246,99.40134411,169.2877119,10.54846929
15-03-2024,1199.009939,411.8666784,35.09386788,32.69890028,67.85521788,1.013987454,93.13157161,195.0850615,14.39897758
16-03-2024,1378.458423,483.510738,28.50704196,25.59137854,73.63729496,1.11333956,101.6089243,213.8462258,16.81841334
17-03-2024,1359.069006,430.6862256,22.85762035,31.18797106,53.53075714,1.669762358,93.07703406,199.4621394,13.37281498
18-03-2024,1236.043495,408.2774202,27.42355678,26.40631095,75.65837785,3.363190381,98.36020624,211.0818968,12.95839801
19-03-2024,1171.412162,364.67665,35.12027754,28.70023659,61.85557807,2.122362406,107.009728,222.2680607,16.28704227
20-03-2024,1278.89594,421.9913367,27.39804923,34.98970812,62.97342468,1.781010176,113.4200557,213.8703414,14.75563482
21-03-2024,1308.064763,460.9781086,28.18180835,14.82610026,56.62282895,3.750320932,90.59177408,205.0229618,12.91206324
22-03-2024,1631.960278,440.4741117,27.86626049,18.97925723,66.6485219,0.846124171,97.63623264,203.6430442,13.96065605
23-03-2024,1183.988005,486.8654042,32.08952067,28.14248717,69.6632932,0.848982878,94.69799474,164.7356727,18.04141168
24-03-2024,1367.411344,440.9517512,31.81356171,29.03465338,46.90539956,2.959727569,83.67775343,207.8916191,17.16649533
25-03-2024,1333.532282,379.2257299,37.1232337,29.46493954,71.28269909,1.286946585,103.6302144,199.8501134,17.20463015
26-03-2024,1277.660125,473.9041969,33.70030022,31.69184007,58.87194199,0.100366686,95.08767558,220.9331115,14.52436316
27-03-2024,1377.402612,452.4848275,33.16244787,16.68204605,47.08942459,3.526019078,110.7275577,203.5335215,16.97962492
28-03-2024,1362.224535,441.8649505,37.58784715,16.51159248,57.69891326,6.8298129,96.15834188,152.3250475,15.55625129
29-03-2024,1212.599871,483.3860014,32.81897902,22.06051791,60.24897169,3.830979419,92.64835247,205.1551641,12.87752491
30-03-2024,1447.603601,434.9935948,39.77492769,24.77157608,40.79084923,1.728765479,103.4343467,201.4351224,16.32930046
31-03-2024,1320.682753,394.0003814,42.98362675,24.21927564,61.32272463,8.600559688,129.0160036,195.1580521,14.97362752
01-04-2024,1417.113123,397.1323797,26.19295255,29.02257821,61.32534259,0.678103758,110.9148924,190.1203973,14.01378723
02-04-2024,1368.249413,424.2985085,36.38552209,27.0982528,42.46024359,6.083553889,79.69519643,180.8529628,15.69924688
03-04-2024,1305.512928,451.0360059,31.12331147,15.65277095,46.60361988,1.291074014,91.08687285,195.5818074,10.47742066
04-04-2024,1315.468357,388.1031513,28.38209286,28.57594521,56.30746182,2.96752241,87.59083203,202.1113146,18.61325062
05-04-2024,1345.03019,470.3988849,32.80998448,29.878342,69.68383904,2.028747991,109.7143454,219.9055437,16.96017287
06-04-2024,1334.191963,455.6315359,36.8766293,32.3562489,46.36147793,1.915364993,95.59920834,187.9715349,15.94065972
07-04-2024,1156.266063,423.051117,29.31007548,30.1888883,50.57536475,2.815380618,101.5711491,173.0347131,14.64408336
08-04-2024,1292.588733,523.4924332,22.45292223,34.94646694,51.69609852,0.176079816,82.79900063,209.3304519,10.150365
09-04-2024,1289.474224,460.1804604,37.62615694,19.63650366,60.86476309,2.791769971,105.3555215,188.516975,16.2355345
10-04-2024,1360.022329,446.2876846,24.92747505,22.7026249,62.03356322,1.065704068,82.88183985,189.6990339,16.56520068
11-04-2024,1215.201953,381.0881305,29.04212646,32.02759217,58.06144261,2.483605065,97.58851476,200.9883655,11.9212832
12-04-2024,1308.622449,437.3810336,27.60534261,16.78988225,59.23040168,0.022078705,108.6554133,192.6634708,14.14830994
13-04-2024,1296.682248,502.6918881,24.28292742,24.29720452,67.44339565,1.995555905,94.488932,185.5378115,14.67745483
14-04-2024,1386.635997,414.3664447,32.67900923,34.78544006,65.84117179,1.103368403,94.14780769,207.3899481,13.79352553
15-04-2024,1244.040543,457.9732157,25.61798851,26.69276899,57.76963299,0.507318506,91.08847063,186.7189559,13.67508353
16-04-2024,1277.190447,463.3181229,21.12876396,30.68418909,57.59959685,1.165554669,81.32737543,185.7768783,17.95721071
17-04-2024,1349.673233,420.1984784,36.60639032,12.25489611,66.50972689,1.495628802,102.5820847,150.9134885,14.40152625
18-04-2024,1304.614867,589.1689872,29.13157354,25.36853477,76.08900352,1.254126628,97.23343398,207.6250649,15.33965975
19-04-2024,1320.965617,524.1434749,36.94679715,23.99198196,76.18981471,1.130000326,87.59036455,201.6937871,16.14210099
20-04-2024,1238.017676,449.2964903,29.72274462,23.51033241,58.91540506,3.803351719,106.2940868,189.8913719,12.74315768
21-04-2024,1345.384576,430.3781433,32.75859424,21.3919996,64.20389553,1.037685701,114.9771192,181.6487621,13.58188425
22-04-2024,1400.724342,486.6855278,31.02183824,24.41789279,62.37454771,1.84068768,93.98843352,168.0760251,14.97674332
23-04-2024,1284.646663,460.9542126,26.55423008,23.84388097,57.82722751,0.901688267,93.05338642,229.0581039,15.32835424
24-04-2024,1492.507051,406.4859107,28.69164063,18.82816969,70.27113243,3.719852562,93.74097645,195.042123,14.92913939
25-04-2024,1039.617877,494.1058957,20.19848459,21.61954072,67.86262754,1.071508768,116.1620139,204.8330389,13.55102518
26-04-2024,1221.016771,458.2661447,30.92789597,17.01645719,54.9739826,0.829269406,113.8523985,178.4322015,13.72503581
27-04-2024,1257.998334,423.8754787,27.58236994,30.34670481,68.74628994,4.336831449,95.82009496,205.3952586,14.26485729
28-04-2024,1431.160781,381.1587404,29.64543289,26.16792236,75.95515777,0.753772854,93.29140444,193.7178192,15.02379943
29-04-2024,1269.634672,422.1613041,37.52874106,24.39543552,71.07173019,2.823737885,101.0839491,215.0647816,12.04024844
30-04-2024,1314.599748,570.8954106,36.17743431,26.20445807,65.9675164,0.428106939,97.8111723,209.9407957,15.8935927
01-05-2024,1319.00096,536.8542961,22.70546581,34.51623803,63.23095546,1.211502938,89.47662832,225.4004586,15.34096191
02-05-2024,1248.365484,393.754124,35.17627015,28.72341011,62.79524169,0.167387694,97.55327353,175.9751645,15.155696
03-05-2024,1337.664223,473.2511976,35.03263251,24.4142447,44.58735047,5.33885297,99.59473981,198.7183008,18.52925633
04-05-2024,1282.45758,474.7126394,32.8846853,28.75277312,57.00583255,3.24617759,94.72249269,222.0463768,13.06168071
05-05-2024,1353.030965,340.3063094,37.61519161,19.97207178,55.63336791,0.223660604,110.2567189,223.7394371,17.71706466
06-05-2024,1203.245372,457.2766068,38.58624153,20.58181667,72.394859,0.064403806,103.0639447,175.9338489,15.15327314
07-05-2024,1405.871959,482.9663797,29.57014312,34.85852566,69.61836756,0.749293824,100.7859508,205.4774257,19.13106225
08-05-2024,1281.051304,428.6291862,29.88729735,20.68966538,51.41961513,1.052060725,123.4621817,189.4811523,17.4430329
09-05-2024,1314.782537,468.337765,28.8775083,19.27842867,79.40325249,4.262945849,91.20025131,204.0269755,16.4718254
10-05-2024,1367.69145,503.2184415,36.97978989,12.84969991,68.26686304,0.421434861,98.44748616,161.7607803,13.4285934
11-05-2024,1307.820682,430.9836329,25.89167275,21.00465631,59.75583453,0.72614024,105.6554821,208.8917679,12.38921039
12-05-2024,1371.218564,437.032707,30.13796989,22.64726902,72.26477799,1.84703899,114.5497905,195.2756919,15.57237435
13-05-2024,1181.770338,444.8059872,31.63642824,27.82156123,62.36893016,1.191756793,101.127068,171.5507578,17.72282861
14-05-2024,1237.668449,564.2778119,32.07374705,22.7348784,73.1296852,0.237314609,105.0660672,200.9181324,14.74617107
15-05-2024,1425.055913,450.6726494,33.36614716,34.51842179,50.0314456,2.662332469,103.2024179,207.6652111,17.68094364
16-05-2024,1265.082528,427.09517,29.66739618,17.23248787,53.87478484,4.58925111,97.131022,182.102302,12.71271582
17-05-2024,1412.797082,404.7993666,27.69021284,21.41049486,61.19927743,0.316005945,123.122006,189.0564953,19.21069838
18-05-2024,1506.561037,441.4271869,33.16024918,18.89492491,47.11354376,1.47180129,105.3385986,191.8603352,19.02472118
19-05-2024,1294.72648,421.7285567,29.62835002,27.63830475,50.47723227,3.251787201,89.18787889,201.7475945,11.70181972
20-05-2024,1216.702158,481.598183,20.89700032,20.48376781,50.54039525,0.397667698,97.58299349,196.2831272,12.56549684
21-05-2024,1218.597569,457.2039078,34.55088564,25.12779646,58.26882602,0.561341066,99.9096668,177.6184632,18.24889312
22-05-2024,1171.488259,335.2932907,23.95375509,21.2077314,53.7366914,5.222753043,123.2474521,216.0890529,15.62882815
23-05-2024,1286.427346,513.5137764,20.444285,32.52591287,51.32100667,1.367080657,94.58090481,187.9915713,14.83725923
24-05-2024,1403.824742,441.0522161,36.56866717,26.10218125,61.27023096,0.540094469,91.39015492,198.4368396,13.52098298
25-05-2024,1519.807541,539.446113,30.71059014,23.65101848,57.96245956,0.142626252,109.6840224,133.8699303,14.96528921
26-05-2024,1270.955903,422.7337015,32.64877268,21.5458717,67.68103173,1.023898762,85.89553931,191.1516861,15.90858709
27-05-2024,1364.833486,418.0694773,33.52373525,29.3114339,60.71671379,1.656449896,112.4229685,165.269447,18.84207715
28-05-2024,1288.869663,461.4021951,20.56732606,32.40543524,68.27173571,1.669062822,99.57337596,217.8500822,15.80312373
29-05-2024,1416.241353,484.4543896,37.53326937,30.97037488,60.31943347,3.867690778,110.4313434,212.5814237,17.28262227
30-05-2024,1440.0467,340.5400714,24.94266757,25.59917169,58.62683128,1.461877724,85.51873603,195.2677913,14.05578803
31-05-2024,1384.436852,407.1823653,25.65516729,25.9306452,56.08736685,0.490374319,72.342967,207.5599449,18.33403083
01-06-2024,1412.124351,468.4597737,27.21396673,31.68610999,74.22750967,4.093469626,99.5003702,194.9021963,14.1666301
02-06-2024,1346.596435,444.2743734,23.38535672,25.41967907,51.61924512,1.103264994,88.60583936,211.286065,14.90832778
03-06-2024,1337.870816,514.352159,29.74397777,30.61034112,55.86005197,5.888219572,112.1917121,185.0233627,14.18443265
04-06-2024,1202.238053,451.6107217,36.25831062,28.25241893,51.46098517,0.969345639,105.0080327,195.8944151,17.12701472
05-06-2024,1248.63294,474.0475928,27.13866646,32.71201823,66.95411146,1.276176613,103.1747305,171.1036832,14.22307051
06-06-2024,1194.393826,415.9777932,28.09092468,19.95355809,74.58595112,0.021183909,105.7346813,220.7951881,14.40516453
07-06-2024,1160.363412,420.0696672,40.34965476,23.80492683,70.13719034,0.051857909,91.01649175,191.8940107,16.94107305
08-06-2024,1259.421436,446.0374489,29.39387895,21.79034924,51.33800487,1.455548659,104.2119626,179.9547754,13.22073864
09-06-2024,1314.065116,438.2047112,23.34088489,22.83947177,79.89644495,0.24854266,105.3253687,201.1354751,15.55449788
10-06-2024,1048.940674,426.2877184,35.67727395,25.41411809,68.07793125,3.154405343,108.4948944,203.4709793,17.86450615
11-06-2024,1231.485239,453.8649436,22.843356,34.14263626,59.3456723,0.222587535,102.5664979,213.4318601,17.72981912
12-06-2024,1276.226495,465.278204,25.25759007,18.91711979,62.11851302,0.195199087,126.5808571,189.2281936,15.90150731
13-06-2024,1365.570906,520.6846492,30.83095138,30.10533949,41.46294101,0.87159916,96.936137,187.976811,15.16160441
14-06-2024,1163.227215,528.4548395,36.98138712,26.86421238,73.94988834,1.394679914,98.48938993,198.8433468,13.18414853
15-06-2024,1400.912362,443.0479957,32.80410229,26.25407443,63.65772321,0.391001591,97.67523809,198.1354893,15.61434977
16-06-2024,1078.066978,506.8772102,29.08485859,31.38217856,71.45107352,5.208552284,105.4064848,184.5592346,12.3872713
17-06-2024,1227.391647,510.6741295,35.24652578,15.37347335,59.93510036,1.704050039,111.7517935,210.2996826,14.12043665
18-06-2024,1372.612895,461.8831107,35.40232518,20.39269607,61.85585681,1.0164874,90.21093728,193.6802195,19.04534527
19-06-2024,1364.092883,447.1448133,26.04177004,21.86257661,57.34780152,0.310865822,103.1656495,206.1770103,14.92126618
20-06-2024,1516.935381,463.7248783,26.06986462,28.89866662,63.57102152,1.165146579,103.9145944,198.0589544,13.08022229
21-06-2024,1313.057778,422.3617668,21.28521897,26.96742454,70.2788236,4.730079041,101.8277349,194.8924707,13.72952544
22-06-2024,1354.055187,471.5018875,29.15504733,25.24744471,67.41247235,2.061218953,95.86923847,243.5757457,15.95491299
23-06-2024,1420.284695,490.5522965,30.31134458,21.94201509,66.41837741,0.129328694,91.44791447,204.929209,11.4815581
24-06-2024,1456.148281,495.5921509,22.45121612,30.66854353,62.78329958,0.76649165,83.16842675,222.8625543,13.069851
25-06-2024,1219.276298,519.4465827,24.49778872,21.84941157,57.06486058,0.710801954,115.9680213,228.053855,11.73724661
26-06-2024,1380.985714,419.4626636,32.2851959,23.09976666,57.01428549,1.892675487,95.34012669,232.9535899,15.23142188
27-06-2024,1351.744052,417.5055692,31.86606786,21.73096116,50.52332236,2.07240041,112.092513,201.0548259,16.49243251
28-06-2024,1183.69321,422.4981421,34.63343751,24.94489963,59.37806501,0.902803245,117.1160471,190.3301777,17.01587108
29-06-2024,1310.408893,416.6049843,35.71653076,22.86798134,59.89142639,0.054543232,87.22960338,221.8356016,12.02165185
30-06-2024,1318.206101,529.1446624,28.62025281,25.70548784,64.78244258,0.018008995,89.08749298,235.0827188,15.79359007
01-07-2024,1329.128324,425.7293515,27.97296226,17.046254,54.73636865,1.527495921,102.8860811,216.8826125,15.40326188
02-07-2024,1386.760257,353.6917593,30.80994985,19.56435593,74.34827258,0.73940491,96.84845502,200.6948177,15.97798145
03-07-2024,1292.572772,465.2326495,26.24879455,25.9651552,51.29204064,1.064903837,110.0651998,183.9415067,16.93393312
04-07-2024,1546.811644,481.9763637,34.03333565,28.6601228,59.53858725,0.247925365,93.26675847,185.6669571,15.37355438
05-07-2024,1323.804188,515.8775468,33.58335935,26.1484921,55.41467409,0.517137299,110.1074506,177.8842234,15.96334177
06-07-2024,1421.461791,424.6949475,38.56221851,19.51069562,50.61040996,2.642035316,82.03354663,216.6807178,12.70083802
07-07-2024,1292.75996,428.7435339,38.70351399,23.27978364,62.38518932,2.300437718,108.6191506,185.0217764,15.96984636
08-07-2024,1381.009342,433.0061704,37.13237573,20.59435324,60.064976,0.953957445,91.40396063,203.7012997,13.10628141
09-07-2024,1309.953016,420.2896257,35.53953003,17.06668059,52.48619881,2.400279219,120.1642258,170.6309828,15.39682589
10-07-2024,1175.479241,377.6203587,21.80216654,35.89405057,69.39197228,2.773216571,119.6552783,206.9647185,18.79215714
11-07-2024,1218.203733,411.0789597,25.81326825,31.84384349,40.23690623,0.547862494,119.1812092,180.4503631,9.899598837
12-07-2024,1233.526732,479.9568027,26.38787504,28.93311477,52.30513821,2.354635151,109.3071551,212.1276001,14.816846
13-07-2024,1292.338266,442.0171267,31.49643943,30.36514859,54.79100481,0.828753397,101.9645132,224.1074898,17.66992915
14-07-2024,1153.271232,390.4963914,33.73122669,23.89589803,61.34924093,0.049061835,82.10706209,230.2052693,18.74213578
15-07-2024,1340.6383,427.3254845,21.5997368,17.39309562,52.58234729,1.636006359,106.6550885,197.4083292,16.19297254
16-07-2024,1482.228381,434.8026321,30.44952089,24.65230571,59.79631836,0.939335329,99.85396132,197.20345,13.41423229
17-07-2024,1307.898159,370.3083299,29.63244587,25.12512818,67.07717075,0.985947183,104.7517697,197.6945816,15.08827473
18-07-2024,1346.483567,490.6402261,33.14385698,31.28456253,37.06136906,1.176667731,99.74560214,230.049364,16.13588626
19-07-2024,1215.802164,486.0196597,25.68054771,27.7539797,56.750492,0.016856351,95.87331445,213.7001222,14.98174832
20-07-2024,1470.207455,450.671532,34.65720264,16.15465579,66.00730395,0.569547165,113.948822,213.2376527,12.09241191
21-07-2024,1208.641118,471.4937736,27.49994903,16.05685325,75.40536313,3.754294701,89.65720346,219.0307756,13.9892334
22-07-2024,1351.740471,477.0321533,25.20286095,14.69733113,63.09154296,4.747331034,88.73663525,204.1564051,14.35143625
23-07-2024,1173.317431,496.0613055,35.00805824,16.26467827,58.61898055,0.280151489,94.70679074,207.4106528,16.03464534
24-07-2024,1269.878887,511.6407111,33.50294367,20.82089671,67.41700847,0.936758041,89.97057196,174.9825723,17.30500951
25-07-2024,1079.059045,388.0740142,27.49651634,27.72964157,69.56511855,5.030326343,101.6658873,236.6350622,12.26264035
26-07-2024,1270.672044,549.8594463,35.28963173,21.92001015,62.96307378,2.761002807,93.27499849,205.0978013,15.14923712
27-07-2024,1305.209785,462.8183609,23.99537931,30.13476462,67.54181535,1.572754436,98.00158111,183.851791,12.52054143
28-07-2024,1305.506068,402.8512978,38.72077272,16.67557735,56.45983531,1.296299489,103.041877,212.1534627,11.15191039
29-07-2024,1390.656583,523.2457579,25.85118789,20.01845832,68.50768138,2.07616452,104.6246913,192.6958779,17.46174875
30-07-2024,1340.22912,496.9480652,31.95786337,29.61632404,49.67513367,0.008801346,82.31806649,191.1812311,13.80445453
31-07-2024,1136.864204,508.5773714,27.92231338,29.71672385,55.95650236,1.8273213,101.3185037,216.5233736,16.51067842
01-08-2024,1250.702309,475.2039782,34.88214817,27.55990389,78.50675703,2.00956779,108.6157491,209.6621083,14.38179439
02-08-2024,1203.460908,467.2503616,25.66801427,23.61206736,48.93099831,0.654274132,101.8111654,166.1155603,12.58107013
03-08-2024,1185.487636,528.2305217,34.636706,25.61694443,62.68365013,2.576842139,104.604934,228.7582872,15.67576386
04-08-2024,1155.822911,440.4492147,24.39260838,28.9346985,81.24211369,0.291432086,103.3502769,208.3322762,19.08443631
05-08-2024,1211.857593,493.7744983,40.368262,30.70164612,54.66458051,2.462371284,97.61181575,185.1061606,14.90734547
06-08-2024,1233.896268,435.3633989,38.13268144,20.77485631,52.23103373,1.832371067,104.5626683,158.1236941,18.7038576
07-08-2024,1134.287934,387.8648994,30.15881434,28.30863069,55.77670034,1.509256255,103.4141774,186.1688543,12.8009604
08-08-2024,1276.871054,442.1421758,19.46469263,19.54775055,59.93891246,2.426663663,86.36512349,208.7306797,17.5191579
09-08-2024,1244.403034,493.3006841,21.00954245,31.11832094,63.18046957,1.287815289,89.79641071,216.5116861,16.61343254
10-08-2024,1321.297183,468.5174281,26.47535361,20.51201462,46.09813813,0.4117203,88.72424269,148.4859951,13.91841059
11-08-2024,1421.429579,449.0703332,33.13138401,14.85331824,75.07899248,0.925143734,89.70503371,146.7635866,10.95898744
12-08-2024,1358.231217,561.5144759,30.81105552,22.86624065,60.86153695,4.137625942,95.51013014,213.6058449,18.17519951
13-08-2024,1407.691524,474.4344068,31.83651928,25.85090137,60.64947262,3.556033629,97.69711105,202.0419123,11.58309828
14-08-2024,1370.913435,453.2277359,32.26892409,24.1006306,34.70009234,5.210671178,104.0713776,222.7396833,16.00766237
15-08-2024,1293.213729,491.7429464,37.08646845,18.10302666,50.68453791,1.951936838,102.5831773,202.1957238,14.9848949
